Dec. 27, 2024   22:46:01
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp136_r20/2024-12-24-exp762\exp762deposition-2024-12-27t22_40_13-deposition\exp762deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 180
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 10.3

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.583e-3
2.000e-1, 4.584e-3
3.000e-1, 4.583e-3
4.000e-1, 4.585e-3
5.000e-1, 4.597e-3
6.000e-1, 4.617e-3
7.000e-1, 4.648e-3
8.000e-1, 4.669e-3
9.000e-1, 4.676e-3
1.000e+0, 4.658e-3
1.100e+0, 4.641e-3
1.200e+0, 4.635e-3
1.300e+0, 4.632e-3
1.400e+0, 4.639e-3
1.500e+0, 4.644e-3
1.600e+0, 4.672e-3
1.700e+0, 4.700e-3
1.800e+0, 4.684e-3
1.900e+0, 4.667e-3
2.000e+0, 4.658e-3
2.100e+0, 4.658e-3
2.200e+0, 4.662e-3
2.300e+0, 4.655e-3
2.400e+0, 4.651e-3
2.500e+0, 4.652e-3
2.600e+0, 4.656e-3
2.700e+0, 4.657e-3
2.800e+0, 4.656e-3
2.900e+0, 4.653e-3
3.000e+0, 4.668e-3
3.100e+0, 4.680e-3
3.200e+0, 4.675e-3
3.300e+0, 4.674e-3
3.400e+0, 4.680e-3
3.500e+0, 4.690e-3
3.600e+0, 4.702e-3
3.700e+0, 4.690e-3
3.800e+0, 4.686e-3
3.900e+0, 4.687e-3
4.000e+0, 4.698e-3
4.100e+0, 4.698e-3
4.200e+0, 4.715e-3
4.300e+0, 4.720e-3
4.400e+0, 4.729e-3
4.500e+0, 4.733e-3
4.600e+0, 4.729e-3
4.700e+0, 4.737e-3
4.800e+0, 4.752e-3
4.900e+0, 4.767e-3
5.000e+0, 4.774e-3
5.100e+0, 4.770e-3
5.200e+0, 4.760e-3
5.300e+0, 4.755e-3
5.400e+0, 4.752e-3
5.500e+0, 4.767e-3
5.600e+0, 4.791e-3
5.700e+0, 4.816e-3
5.800e+0, 4.830e-3
5.900e+0, 4.821e-3
6.000e+0, 4.823e-3
6.100e+0, 4.825e-3
6.200e+0, 4.829e-3
6.300e+0, 4.850e-3
6.400e+0, 4.857e-3
6.500e+0, 4.869e-3
6.600e+0, 4.885e-3
6.700e+0, 4.894e-3
6.800e+0, 4.901e-3
6.900e+0, 4.899e-3
7.000e+0, 4.903e-3
7.100e+0, 4.908e-3
7.200e+0, 4.893e-3
7.300e+0, 4.886e-3
7.400e+0, 4.887e-3
7.500e+0, 4.897e-3
7.600e+0, 4.915e-3
7.700e+0, 4.925e-3
7.800e+0, 4.928e-3
7.900e+0, 4.931e-3
8.000e+0, 4.946e-3
8.100e+0, 4.958e-3
8.200e+0, 4.966e-3
8.300e+0, 4.977e-3
8.400e+0, 4.981e-3
8.500e+0, 4.975e-3
8.600e+0, 4.969e-3
8.700e+0, 4.972e-3
8.800e+0, 4.978e-3
8.900e+0, 4.986e-3
9.000e+0, 5.002e-3
9.100e+0, 5.004e-3
9.200e+0, 4.989e-3
9.300e+0, 5.007e-3
9.400e+0, 4.999e-3
9.500e+0, 4.993e-3
9.600e+0, 5.000e-3
9.700e+0, 4.992e-3
9.800e+0, 5.001e-3
9.900e+0, 5.007e-3
1.000e+1, 5.017e-3
1.010e+1, 5.017e-3
1.020e+1, 5.043e-3
1.030e+1, 5.062e-3
1.040e+1, 5.077e-3
1.050e+1, 5.088e-3
1.060e+1, 5.106e-3
1.070e+1, 5.123e-3
1.080e+1, 5.127e-3
