Aug. 7, 2024   05:11:00
Amperometric i-t Curve
File: c:/users/guazh/data/20240802_batch_500/2024-08-02-exp42\exp42deposition-2024-08-07t05_07_10-deposition\exp42deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 14.0

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.100e-3
2.000e-1, 1.093e-3
3.000e-1, 1.089e-3
4.000e-1, 1.085e-3
5.000e-1, 1.082e-3
6.000e-1, 1.078e-3
7.000e-1, 1.072e-3
8.000e-1, 1.069e-3
9.000e-1, 1.069e-3
1.000e+0, 1.068e-3
1.100e+0, 1.067e-3
1.200e+0, 1.065e-3
1.300e+0, 1.062e-3
1.400e+0, 1.061e-3
1.500e+0, 1.061e-3
1.600e+0, 1.060e-3
1.700e+0, 1.056e-3
1.800e+0, 1.055e-3
1.900e+0, 1.056e-3
2.000e+0, 1.063e-3
2.100e+0, 1.063e-3
2.200e+0, 1.062e-3
2.300e+0, 1.058e-3
2.400e+0, 1.058e-3
2.500e+0, 1.056e-3
2.600e+0, 1.055e-3
2.700e+0, 1.057e-3
2.800e+0, 1.058e-3
2.900e+0, 1.061e-3
3.000e+0, 1.061e-3
3.100e+0, 1.062e-3
3.200e+0, 1.065e-3
3.300e+0, 1.069e-3
3.400e+0, 1.070e-3
3.500e+0, 1.072e-3
3.600e+0, 1.070e-3
3.700e+0, 1.066e-3
3.800e+0, 1.068e-3
3.900e+0, 1.069e-3
4.000e+0, 1.069e-3
4.100e+0, 1.069e-3
4.200e+0, 1.068e-3
4.300e+0, 1.069e-3
4.400e+0, 1.069e-3
4.500e+0, 1.066e-3
4.600e+0, 1.064e-3
4.700e+0, 1.060e-3
4.800e+0, 1.054e-3
4.900e+0, 1.045e-3
5.000e+0, 1.040e-3
5.100e+0, 1.035e-3
5.200e+0, 1.029e-3
5.300e+0, 1.026e-3
5.400e+0, 1.021e-3
5.500e+0, 1.020e-3
5.600e+0, 1.022e-3
5.700e+0, 1.022e-3
5.800e+0, 1.022e-3
5.900e+0, 1.020e-3
6.000e+0, 1.022e-3
6.100e+0, 1.020e-3
6.200e+0, 1.018e-3
6.300e+0, 1.016e-3
6.400e+0, 1.014e-3
6.500e+0, 1.015e-3
6.600e+0, 1.015e-3
6.700e+0, 1.013e-3
6.800e+0, 1.017e-3
6.900e+0, 1.017e-3
7.000e+0, 1.012e-3
7.100e+0, 1.010e-3
7.200e+0, 1.007e-3
7.300e+0, 1.012e-3
7.400e+0, 1.028e-3
7.500e+0, 1.028e-3
7.600e+0, 1.028e-3
7.700e+0, 1.026e-3
7.800e+0, 1.025e-3
7.900e+0, 1.028e-3
8.000e+0, 1.029e-3
8.100e+0, 1.028e-3
8.200e+0, 1.025e-3
8.300e+0, 1.023e-3
8.400e+0, 1.019e-3
8.500e+0, 1.010e-3
8.600e+0, 1.012e-3
8.700e+0, 1.011e-3
8.800e+0, 1.007e-3
8.900e+0, 1.001e-3
9.000e+0, 9.983e-4
9.100e+0, 9.975e-4
9.200e+0, 9.951e-4
9.300e+0, 9.904e-4
9.400e+0, 9.868e-4
9.500e+0, 9.857e-4
9.600e+0, 9.819e-4
9.700e+0, 9.764e-4
9.800e+0, 9.698e-4
9.900e+0, 9.710e-4
1.000e+1, 9.738e-4
1.010e+1, 9.790e-4
