Dec. 14, 2024   21:52:16
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp59_r20/2024-12-09-exp662\exp662deposition-2024-12-14t21_48_35-deposition\exp662deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 49
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.014e-3
2.000e-1, 2.997e-3
3.000e-1, 2.983e-3
4.000e-1, 2.970e-3
5.000e-1, 2.967e-3
6.000e-1, 2.974e-3
7.000e-1, 2.981e-3
8.000e-1, 2.981e-3
9.000e-1, 2.979e-3
1.000e+0, 2.970e-3
1.100e+0, 2.966e-3
1.200e+0, 2.963e-3
1.300e+0, 2.959e-3
1.400e+0, 2.955e-3
1.500e+0, 2.950e-3
1.600e+0, 2.948e-3
1.700e+0, 2.950e-3
1.800e+0, 2.960e-3
1.900e+0, 2.971e-3
2.000e+0, 2.978e-3
2.100e+0, 2.980e-3
2.200e+0, 2.982e-3
2.300e+0, 2.985e-3
2.400e+0, 2.989e-3
2.500e+0, 2.992e-3
2.600e+0, 2.999e-3
2.700e+0, 3.006e-3
2.800e+0, 3.018e-3
2.900e+0, 3.027e-3
3.000e+0, 3.029e-3
3.100e+0, 3.022e-3
3.200e+0, 3.014e-3
3.300e+0, 3.011e-3
3.400e+0, 3.010e-3
3.500e+0, 3.011e-3
3.600e+0, 3.008e-3
3.700e+0, 3.007e-3
3.800e+0, 3.002e-3
3.900e+0, 2.998e-3
4.000e+0, 2.992e-3
4.100e+0, 2.981e-3
4.200e+0, 2.971e-3
4.300e+0, 2.961e-3
4.400e+0, 2.954e-3
4.500e+0, 2.950e-3
4.600e+0, 2.945e-3
4.700e+0, 2.945e-3
4.800e+0, 2.945e-3
4.900e+0, 2.941e-3
5.000e+0, 2.938e-3
5.100e+0, 2.935e-3
5.200e+0, 2.932e-3
5.300e+0, 2.928e-3
5.400e+0, 2.924e-3
5.500e+0, 2.917e-3
5.600e+0, 2.911e-3
5.700e+0, 2.916e-3
5.800e+0, 2.917e-3
5.900e+0, 2.914e-3
6.000e+0, 2.910e-3
6.100e+0, 2.905e-3
6.200e+0, 2.904e-3
6.300e+0, 2.904e-3
6.400e+0, 2.901e-3
6.500e+0, 2.901e-3
6.600e+0, 2.927e-3
6.700e+0, 2.932e-3
6.800e+0, 2.935e-3
6.900e+0, 2.936e-3
7.000e+0, 2.937e-3
7.100e+0, 2.940e-3
7.200e+0, 2.942e-3
7.300e+0, 2.942e-3
7.400e+0, 2.939e-3
7.500e+0, 2.939e-3
7.600e+0, 2.939e-3
7.700e+0, 2.942e-3
7.800e+0, 2.938e-3
7.900e+0, 2.938e-3
8.000e+0, 2.941e-3
8.100e+0, 2.942e-3
8.200e+0, 2.941e-3
8.300e+0, 2.938e-3
8.400e+0, 2.945e-3
8.500e+0, 2.968e-3
8.600e+0, 2.963e-3
8.700e+0, 2.959e-3
8.800e+0, 2.961e-3
8.900e+0, 2.961e-3
9.000e+0, 2.960e-3
9.100e+0, 2.953e-3
9.200e+0, 2.948e-3
9.300e+0, 2.949e-3
9.400e+0, 2.964e-3
9.500e+0, 2.959e-3
9.600e+0, 2.961e-3
9.700e+0, 2.963e-3
9.800e+0, 2.961e-3
9.900e+0, 2.959e-3
1.000e+1, 2.953e-3
1.010e+1, 2.947e-3
1.020e+1, 2.946e-3
1.030e+1, 2.948e-3
1.040e+1, 2.949e-3
1.050e+1, 2.950e-3
1.060e+1, 2.947e-3
1.070e+1, 2.945e-3
1.080e+1, 2.942e-3
1.090e+1, 2.941e-3
1.100e+1, 2.937e-3
1.110e+1, 2.930e-3
1.120e+1, 2.924e-3
1.130e+1, 2.920e-3
1.140e+1, 2.920e-3
1.150e+1, 2.919e-3
1.160e+1, 2.921e-3
1.170e+1, 2.919e-3
1.180e+1, 2.919e-3
1.190e+1, 2.915e-3
1.200e+1, 2.911e-3
1.210e+1, 2.908e-3
1.220e+1, 2.912e-3
1.230e+1, 2.912e-3
1.240e+1, 2.911e-3
1.250e+1, 2.913e-3
1.260e+1, 2.917e-3
1.270e+1, 2.917e-3
1.280e+1, 2.916e-3
1.290e+1, 2.913e-3
1.300e+1, 2.909e-3
1.310e+1, 2.907e-3
1.320e+1, 2.908e-3
1.330e+1, 2.906e-3
1.340e+1, 2.903e-3
1.350e+1, 2.894e-3
1.360e+1, 2.882e-3
1.370e+1, 2.877e-3
1.380e+1, 2.871e-3
1.390e+1, 2.869e-3
1.400e+1, 2.865e-3
1.410e+1, 2.857e-3
1.420e+1, 2.854e-3
1.430e+1, 2.854e-3
1.440e+1, 2.866e-3
1.450e+1, 2.862e-3
1.460e+1, 2.859e-3
