Dec. 12, 2024   10:58:09
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp59_r20/2024-12-09-exp637\exp637deposition-2024-12-12t10_54_01-deposition\exp637deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 76
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.8

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.487e-3
2.000e-1, 4.475e-3
3.000e-1, 4.461e-3
4.000e-1, 4.444e-3
5.000e-1, 4.422e-3
6.000e-1, 4.396e-3
7.000e-1, 4.379e-3
8.000e-1, 4.370e-3
9.000e-1, 4.371e-3
1.000e+0, 4.368e-3
1.100e+0, 4.357e-3
1.200e+0, 4.342e-3
1.300e+0, 4.324e-3
1.400e+0, 4.303e-3
1.500e+0, 4.287e-3
1.600e+0, 4.270e-3
1.700e+0, 4.253e-3
1.800e+0, 4.241e-3
1.900e+0, 4.228e-3
2.000e+0, 4.225e-3
2.100e+0, 4.228e-3
2.200e+0, 4.231e-3
2.300e+0, 4.234e-3
2.400e+0, 4.246e-3
2.500e+0, 4.249e-3
2.600e+0, 4.237e-3
2.700e+0, 4.217e-3
2.800e+0, 4.208e-3
2.900e+0, 4.187e-3
3.000e+0, 4.168e-3
3.100e+0, 4.155e-3
3.200e+0, 4.143e-3
3.300e+0, 4.136e-3
3.400e+0, 4.130e-3
3.500e+0, 4.110e-3
3.600e+0, 4.094e-3
3.700e+0, 4.092e-3
3.800e+0, 4.107e-3
3.900e+0, 4.113e-3
4.000e+0, 4.112e-3
4.100e+0, 4.109e-3
4.200e+0, 4.112e-3
4.300e+0, 4.116e-3
4.400e+0, 4.105e-3
4.500e+0, 4.093e-3
4.600e+0, 4.083e-3
4.700e+0, 4.090e-3
4.800e+0, 4.092e-3
4.900e+0, 4.099e-3
5.000e+0, 4.100e-3
5.100e+0, 4.109e-3
5.200e+0, 4.114e-3
5.300e+0, 4.103e-3
5.400e+0, 4.091e-3
5.500e+0, 4.096e-3
5.600e+0, 4.110e-3
5.700e+0, 4.122e-3
5.800e+0, 4.117e-3
5.900e+0, 4.109e-3
6.000e+0, 4.111e-3
6.100e+0, 4.105e-3
6.200e+0, 4.093e-3
6.300e+0, 4.071e-3
6.400e+0, 4.060e-3
6.500e+0, 4.054e-3
6.600e+0, 4.056e-3
6.700e+0, 4.055e-3
6.800e+0, 4.054e-3
6.900e+0, 4.055e-3
7.000e+0, 4.055e-3
7.100e+0, 4.054e-3
7.200e+0, 4.080e-3
7.300e+0, 4.091e-3
7.400e+0, 4.113e-3
7.500e+0, 4.118e-3
7.600e+0, 4.119e-3
7.700e+0, 4.113e-3
7.800e+0, 4.108e-3
7.900e+0, 4.109e-3
8.000e+0, 4.116e-3
8.100e+0, 4.118e-3
8.200e+0, 4.127e-3
8.300e+0, 4.126e-3
8.400e+0, 4.120e-3
8.500e+0, 4.118e-3
8.600e+0, 4.126e-3
8.700e+0, 4.125e-3
8.800e+0, 4.120e-3
8.900e+0, 4.113e-3
9.000e+0, 4.116e-3
9.100e+0, 4.143e-3
9.200e+0, 4.145e-3
9.300e+0, 4.136e-3
9.400e+0, 4.132e-3
9.500e+0, 4.132e-3
9.600e+0, 4.140e-3
9.700e+0, 4.155e-3
9.800e+0, 4.156e-3
9.900e+0, 4.149e-3
1.000e+1, 4.137e-3
1.010e+1, 4.133e-3
1.020e+1, 4.123e-3
1.030e+1, 4.109e-3
1.040e+1, 4.098e-3
1.050e+1, 4.091e-3
1.060e+1, 4.100e-3
