Aug. 20, 2024   00:18:41
Amperometric i-t Curve
File: c:/users/guazh/data/20240813_batch_94_500/2024-08-15-exp136\exp136deposition-2024-08-20t00_14_23-deposition\exp136deposition_it_edep_-120mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.2
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 13.3

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 3.614e-3
2.000e-1, 3.592e-3
3.000e-1, 3.608e-3
4.000e-1, 3.615e-3
5.000e-1, 3.582e-3
6.000e-1, 3.547e-3
7.000e-1, 3.530e-3
8.000e-1, 3.518e-3
9.000e-1, 3.514e-3
1.000e+0, 3.497e-3
1.100e+0, 3.493e-3
1.200e+0, 3.488e-3
1.300e+0, 3.480e-3
1.400e+0, 3.475e-3
1.500e+0, 3.470e-3
1.600e+0, 3.480e-3
1.700e+0, 3.469e-3
1.800e+0, 3.448e-3
1.900e+0, 3.441e-3
2.000e+0, 3.439e-3
2.100e+0, 3.428e-3
2.200e+0, 3.421e-3
2.300e+0, 3.429e-3
2.400e+0, 3.422e-3
2.500e+0, 3.430e-3
2.600e+0, 3.432e-3
2.700e+0, 3.436e-3
2.800e+0, 3.442e-3
2.900e+0, 3.456e-3
3.000e+0, 3.464e-3
3.100e+0, 3.483e-3
3.200e+0, 3.508e-3
3.300e+0, 3.509e-3
3.400e+0, 3.490e-3
3.500e+0, 3.466e-3
3.600e+0, 3.474e-3
3.700e+0, 3.488e-3
3.800e+0, 3.489e-3
3.900e+0, 3.467e-3
4.000e+0, 3.479e-3
4.100e+0, 3.499e-3
4.200e+0, 3.538e-3
4.300e+0, 3.588e-3
4.400e+0, 3.574e-3
4.500e+0, 3.546e-3
4.600e+0, 3.523e-3
4.700e+0, 3.507e-3
4.800e+0, 3.491e-3
4.900e+0, 3.470e-3
5.000e+0, 3.500e-3
5.100e+0, 3.511e-3
