Aug. 12, 2024   06:55:23
Amperometric i-t Curve
File: c:/users/guazh/data/20240802_batch_500/2024-08-02-exp90\exp90deposition-2024-08-12t06_51_05-deposition\exp90deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 7.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.306e-6
2.000e-1, 4.244e-6
3.000e-1, 4.172e-6
4.000e-1, 4.167e-6
5.000e-1, 4.142e-6
6.000e-1, 4.115e-6
7.000e-1, 4.090e-6
8.000e-1, 4.029e-6
9.000e-1, 3.993e-6
1.000e+0, 3.990e-6
1.100e+0, 3.953e-6
1.200e+0, 3.959e-6
1.300e+0, 3.925e-6
1.400e+0, 3.914e-6
1.500e+0, 3.934e-6
1.600e+0, 3.950e-6
1.700e+0, 3.923e-6
1.800e+0, 3.945e-6
1.900e+0, 3.937e-6
2.000e+0, 3.899e-6
2.100e+0, 3.917e-6
2.200e+0, 3.939e-6
2.300e+0, 3.902e-6
2.400e+0, 3.947e-6
2.500e+0, 3.984e-6
2.600e+0, 3.990e-6
2.700e+0, 4.056e-6
2.800e+0, 4.100e-6
2.900e+0, 4.067e-6
3.000e+0, 4.072e-6
3.100e+0, 4.152e-6
3.200e+0, 4.115e-6
3.300e+0, 4.148e-6
3.400e+0, 4.227e-6
3.500e+0, 4.243e-6
3.600e+0, 4.257e-6
3.700e+0, 4.276e-6
3.800e+0, 4.287e-6
3.900e+0, 4.314e-6
4.000e+0, 4.344e-6
4.100e+0, 4.347e-6
4.200e+0, 4.364e-6
4.300e+0, 4.413e-6
4.400e+0, 4.408e-6
4.500e+0, 4.477e-6
4.600e+0, 4.484e-6
4.700e+0, 4.494e-6
4.800e+0, 4.542e-6
4.900e+0, 4.601e-6
5.000e+0, 4.610e-6
5.100e+0, 4.644e-6
5.200e+0, 4.699e-6
5.300e+0, 4.727e-6
5.400e+0, 4.739e-6
5.500e+0, 4.799e-6
5.600e+0, 4.837e-6
5.700e+0, 4.872e-6
5.800e+0, 4.944e-6
5.900e+0, 4.968e-6
6.000e+0, 5.004e-6
6.100e+0, 5.060e-6
6.200e+0, 5.091e-6
6.300e+0, 5.136e-6
6.400e+0, 5.215e-6
6.500e+0, 5.239e-6
6.600e+0, 5.288e-6
6.700e+0, 5.369e-6
6.800e+0, 5.426e-6
6.900e+0, 5.458e-6
7.000e+0, 5.537e-6
7.100e+0, 5.563e-6
7.200e+0, 5.631e-6
7.300e+0, 5.694e-6
7.400e+0, 5.724e-6
7.500e+0, 5.786e-6
7.600e+0, 5.866e-6
7.700e+0, 5.899e-6
7.800e+0, 5.969e-6
7.900e+0, 6.048e-6
8.000e+0, 6.097e-6
8.100e+0, 6.158e-6
8.200e+0, 6.226e-6
8.300e+0, 6.296e-6
8.400e+0, 6.316e-6
8.500e+0, 6.411e-6
8.600e+0, 6.434e-6
8.700e+0, 6.510e-6
8.800e+0, 6.602e-6
8.900e+0, 6.665e-6
9.000e+0, 6.708e-6
9.100e+0, 6.794e-6
9.200e+0, 6.849e-6
9.300e+0, 6.920e-6
9.400e+0, 7.012e-6
9.500e+0, 7.062e-6
9.600e+0, 7.143e-6
9.700e+0, 7.228e-6
9.800e+0, 7.265e-6
9.900e+0, 7.375e-6
1.000e+1, 7.465e-6
1.010e+1, 7.549e-6
1.020e+1, 7.641e-6
1.030e+1, 7.704e-6
1.040e+1, 7.770e-6
1.050e+1, 7.855e-6
1.060e+1, 7.943e-6
1.070e+1, 7.996e-6
1.080e+1, 8.081e-6
1.090e+1, 8.184e-6
1.100e+1, 8.249e-6
