July 14, 2024   12:01:21
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp42\exp42deposition-2024-07-14t11_57_33-deposition\exp42deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 14.4

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.570e-3
2.000e-1, 2.570e-3
3.000e-1, 2.564e-3
4.000e-1, 2.553e-3
5.000e-1, 2.548e-3
6.000e-1, 2.579e-3
7.000e-1, 2.628e-3
8.000e-1, 2.685e-3
9.000e-1, 2.713e-3
1.000e+0, 2.697e-3
1.100e+0, 2.665e-3
1.200e+0, 2.638e-3
1.300e+0, 2.623e-3
1.400e+0, 2.616e-3
1.500e+0, 2.596e-3
1.600e+0, 2.581e-3
1.700e+0, 2.569e-3
1.800e+0, 2.563e-3
1.900e+0, 2.575e-3
2.000e+0, 2.570e-3
2.100e+0, 2.565e-3
2.200e+0, 2.561e-3
2.300e+0, 2.557e-3
2.400e+0, 2.553e-3
2.500e+0, 2.548e-3
2.600e+0, 2.581e-3
2.700e+0, 2.627e-3
2.800e+0, 2.650e-3
2.900e+0, 2.648e-3
3.000e+0, 2.633e-3
3.100e+0, 2.625e-3
3.200e+0, 2.626e-3
3.300e+0, 2.623e-3
3.400e+0, 2.608e-3
3.500e+0, 2.599e-3
3.600e+0, 2.589e-3
3.700e+0, 2.584e-3
3.800e+0, 2.582e-3
3.900e+0, 2.580e-3
4.000e+0, 2.575e-3
4.100e+0, 2.572e-3
4.200e+0, 2.577e-3
4.300e+0, 2.594e-3
4.400e+0, 2.613e-3
4.500e+0, 2.631e-3
4.600e+0, 2.643e-3
4.700e+0, 2.660e-3
4.800e+0, 2.665e-3
4.900e+0, 2.664e-3
5.000e+0, 2.673e-3
5.100e+0, 2.684e-3
5.200e+0, 2.677e-3
5.300e+0, 2.683e-3
5.400e+0, 2.695e-3
5.500e+0, 2.728e-3
5.600e+0, 2.742e-3
5.700e+0, 2.748e-3
5.800e+0, 2.747e-3
5.900e+0, 2.754e-3
6.000e+0, 2.768e-3
6.100e+0, 2.792e-3
6.200e+0, 2.828e-3
6.300e+0, 2.832e-3
6.400e+0, 2.836e-3
6.500e+0, 2.830e-3
6.600e+0, 2.879e-3
6.700e+0, 2.899e-3
6.800e+0, 2.884e-3
6.900e+0, 2.859e-3
7.000e+0, 2.852e-3
7.100e+0, 2.835e-3
7.200e+0, 2.813e-3
7.300e+0, 2.805e-3
7.400e+0, 2.799e-3
7.500e+0, 2.802e-3
7.600e+0, 2.791e-3
7.700e+0, 2.782e-3
7.800e+0, 2.785e-3
7.900e+0, 2.798e-3
8.000e+0, 2.818e-3
8.100e+0, 2.832e-3
8.200e+0, 2.834e-3
8.300e+0, 2.833e-3
8.400e+0, 2.836e-3
8.500e+0, 2.842e-3
8.600e+0, 2.856e-3
8.700e+0, 2.875e-3
8.800e+0, 2.891e-3
8.900e+0, 2.893e-3
9.000e+0, 2.913e-3
9.100e+0, 2.924e-3
9.200e+0, 2.934e-3
9.300e+0, 2.948e-3
9.400e+0, 2.955e-3
9.500e+0, 2.951e-3
9.600e+0, 2.942e-3
9.700e+0, 2.936e-3
9.800e+0, 2.984e-3
9.900e+0, 3.026e-3
1.000e+1, 3.065e-3
1.010e+1, 3.094e-3
1.020e+1, 3.092e-3
1.030e+1, 3.100e-3
1.040e+1, 3.111e-3
1.050e+1, 3.115e-3
1.060e+1, 3.117e-3
1.070e+1, 3.109e-3
1.080e+1, 3.108e-3
1.090e+1, 3.115e-3
1.100e+1, 3.123e-3
1.110e+1, 3.110e-3
1.120e+1, 3.099e-3
1.130e+1, 3.091e-3
1.140e+1, 3.087e-3
1.150e+1, 3.086e-3
1.160e+1, 3.076e-3
1.170e+1, 3.068e-3
1.180e+1, 3.050e-3
1.190e+1, 3.057e-3
1.200e+1, 3.078e-3
1.210e+1, 3.072e-3
1.220e+1, 3.068e-3
1.230e+1, 3.067e-3
1.240e+1, 3.058e-3
1.250e+1, 3.062e-3
1.260e+1, 3.089e-3
1.270e+1, 3.108e-3
1.280e+1, 3.105e-3
1.290e+1, 3.116e-3
1.300e+1, 3.123e-3
1.310e+1, 3.126e-3
1.320e+1, 3.149e-3
1.330e+1, 3.176e-3
1.340e+1, 3.205e-3
1.350e+1, 3.205e-3
1.360e+1, 3.193e-3
1.370e+1, 3.191e-3
1.380e+1, 3.214e-3
1.390e+1, 3.234e-3
1.400e+1, 3.233e-3
1.410e+1, 3.218e-3
1.420e+1, 3.228e-3
1.430e+1, 3.261e-3
1.440e+1, 3.276e-3
1.450e+1, 3.285e-3
1.460e+1, 3.287e-3
1.470e+1, 3.285e-3
1.480e+1, 3.268e-3
1.490e+1, 3.269e-3
1.500e+1, 3.300e-3
1.510e+1, 3.312e-3
1.520e+1, 3.313e-3
1.530e+1, 3.306e-3
1.540e+1, 3.290e-3
1.550e+1, 3.310e-3
1.560e+1, 3.309e-3
1.570e+1, 3.305e-3
1.580e+1, 3.319e-3
1.590e+1, 3.323e-3
1.600e+1, 3.312e-3
1.610e+1, 3.302e-3
1.620e+1, 3.309e-3
1.630e+1, 3.310e-3
1.640e+1, 3.313e-3
1.650e+1, 3.307e-3
1.660e+1, 3.298e-3
1.670e+1, 3.308e-3
1.680e+1, 3.322e-3
1.690e+1, 3.324e-3
1.700e+1, 3.320e-3
1.710e+1, 3.330e-3
1.720e+1, 3.348e-3
1.730e+1, 3.363e-3
1.740e+1, 3.380e-3
1.750e+1, 3.403e-3
1.760e+1, 3.423e-3
1.770e+1, 3.452e-3
1.780e+1, 3.475e-3
1.790e+1, 3.484e-3
1.800e+1, 3.487e-3
1.810e+1, 3.507e-3
1.820e+1, 3.530e-3
1.830e+1, 3.529e-3
1.840e+1, 3.520e-3
1.850e+1, 3.515e-3
1.860e+1, 3.526e-3
1.870e+1, 3.530e-3
1.880e+1, 3.534e-3
1.890e+1, 3.534e-3
1.900e+1, 3.522e-3
1.910e+1, 3.536e-3
1.920e+1, 3.556e-3
1.930e+1, 3.565e-3
1.940e+1, 3.568e-3
1.950e+1, 3.572e-3
1.960e+1, 3.599e-3
1.970e+1, 3.637e-3
1.980e+1, 3.639e-3
1.990e+1, 3.638e-3
2.000e+1, 3.627e-3
2.010e+1, 3.605e-3
2.020e+1, 3.597e-3
2.030e+1, 3.626e-3
2.040e+1, 3.662e-3
2.050e+1, 3.668e-3
2.060e+1, 3.664e-3
2.070e+1, 3.652e-3
2.080e+1, 3.646e-3
2.090e+1, 3.685e-3
2.100e+1, 3.741e-3
2.110e+1, 3.739e-3
2.120e+1, 3.721e-3
2.130e+1, 3.696e-3
2.140e+1, 3.694e-3
2.150e+1, 3.715e-3
2.160e+1, 3.709e-3
2.170e+1, 3.707e-3
2.180e+1, 3.703e-3
2.190e+1, 3.712e-3
2.200e+1, 3.712e-3
2.210e+1, 3.728e-3
2.220e+1, 3.742e-3
2.230e+1, 3.761e-3
2.240e+1, 3.798e-3
2.250e+1, 3.796e-3
2.260e+1, 3.800e-3
2.270e+1, 3.797e-3
2.280e+1, 3.801e-3
2.290e+1, 3.827e-3
2.300e+1, 3.847e-3
2.310e+1, 3.843e-3
2.320e+1, 3.828e-3
2.330e+1, 3.816e-3
2.340e+1, 3.819e-3
2.350e+1, 3.829e-3
2.360e+1, 3.826e-3
2.370e+1, 3.827e-3
2.380e+1, 3.843e-3
2.390e+1, 3.848e-3
2.400e+1, 3.834e-3
2.410e+1, 3.831e-3
2.420e+1, 3.850e-3
2.430e+1, 3.870e-3
2.440e+1, 3.877e-3
2.450e+1, 3.909e-3
2.460e+1, 3.911e-3
2.470e+1, 3.893e-3
2.480e+1, 3.902e-3
2.490e+1, 3.931e-3
2.500e+1, 3.945e-3
2.510e+1, 3.965e-3
2.520e+1, 3.986e-3
2.530e+1, 4.002e-3
2.540e+1, 4.015e-3
2.550e+1, 4.029e-3
2.560e+1, 4.049e-3
2.570e+1, 4.081e-3
2.580e+1, 4.096e-3
2.590e+1, 4.109e-3
2.600e+1, 4.110e-3
2.610e+1, 4.102e-3
2.620e+1, 4.093e-3
2.630e+1, 4.099e-3
2.640e+1, 4.123e-3
2.650e+1, 4.159e-3
2.660e+1, 4.178e-3
2.670e+1, 4.178e-3
2.680e+1, 4.173e-3
2.690e+1, 4.150e-3
2.700e+1, 4.134e-3
2.710e+1, 4.123e-3
2.720e+1, 4.117e-3
2.730e+1, 4.107e-3
2.740e+1, 4.092e-3
2.750e+1, 4.104e-3
2.760e+1, 4.112e-3
2.770e+1, 4.124e-3
2.780e+1, 4.132e-3
2.790e+1, 4.152e-3
2.800e+1, 4.165e-3
2.810e+1, 4.191e-3
2.820e+1, 4.224e-3
2.830e+1, 4.223e-3
2.840e+1, 4.212e-3
2.850e+1, 4.219e-3
2.860e+1, 4.230e-3
2.870e+1, 4.247e-3
2.880e+1, 4.261e-3
2.890e+1, 4.249e-3
2.900e+1, 4.254e-3
2.910e+1, 4.268e-3
2.920e+1, 4.275e-3
2.930e+1, 4.267e-3
2.940e+1, 4.270e-3
2.950e+1, 4.271e-3
2.960e+1, 4.301e-3
2.970e+1, 4.298e-3
2.980e+1, 4.286e-3
2.990e+1, 4.292e-3
3.000e+1, 4.300e-3
3.010e+1, 4.304e-3
3.020e+1, 4.292e-3
3.030e+1, 4.273e-3
3.040e+1, 4.280e-3
3.050e+1, 4.322e-3
3.060e+1, 4.332e-3
3.070e+1, 4.342e-3
3.080e+1, 4.334e-3
3.090e+1, 4.323e-3
3.100e+1, 4.309e-3
3.110e+1, 4.290e-3
3.120e+1, 4.276e-3
3.130e+1, 4.271e-3
3.140e+1, 4.284e-3
3.150e+1, 4.307e-3
3.160e+1, 4.316e-3
3.170e+1, 4.314e-3
3.180e+1, 4.309e-3
3.190e+1, 4.299e-3
3.200e+1, 4.338e-3
3.210e+1, 4.370e-3
3.220e+1, 4.371e-3
3.230e+1, 4.373e-3
3.240e+1, 4.368e-3
3.250e+1, 4.379e-3
3.260e+1, 4.367e-3
3.270e+1, 4.367e-3
3.280e+1, 4.361e-3
3.290e+1, 4.375e-3
3.300e+1, 4.396e-3
3.310e+1, 4.410e-3
3.320e+1, 4.422e-3
3.330e+1, 4.429e-3
3.340e+1, 4.429e-3
3.350e+1, 4.445e-3
3.360e+1, 4.470e-3
3.370e+1, 4.460e-3
3.380e+1, 4.467e-3
3.390e+1, 4.490e-3
3.400e+1, 4.508e-3
3.410e+1, 4.500e-3
3.420e+1, 4.483e-3
3.430e+1, 4.471e-3
3.440e+1, 4.477e-3
3.450e+1, 4.475e-3
3.460e+1, 4.472e-3
3.470e+1, 4.457e-3
3.480e+1, 4.451e-3
3.490e+1, 4.441e-3
3.500e+1, 4.451e-3
3.510e+1, 4.474e-3
3.520e+1, 4.501e-3
3.530e+1, 4.525e-3
3.540e+1, 4.544e-3
3.550e+1, 4.551e-3
3.560e+1, 4.536e-3
3.570e+1, 4.520e-3
3.580e+1, 4.524e-3
3.590e+1, 4.541e-3
3.600e+1, 4.561e-3
3.610e+1, 4.563e-3
3.620e+1, 4.552e-3
3.630e+1, 4.560e-3
3.640e+1, 4.545e-3
3.650e+1, 4.582e-3
3.660e+1, 4.598e-3
3.670e+1, 4.634e-3
3.680e+1, 4.632e-3
3.690e+1, 4.605e-3
3.700e+1, 4.601e-3
3.710e+1, 4.587e-3
3.720e+1, 4.603e-3
3.730e+1, 4.601e-3
3.740e+1, 4.576e-3
3.750e+1, 4.556e-3
3.760e+1, 4.560e-3
3.770e+1, 4.581e-3
3.780e+1, 4.602e-3
3.790e+1, 4.604e-3
3.800e+1, 4.595e-3
3.810e+1, 4.576e-3
3.820e+1, 4.585e-3
3.830e+1, 4.591e-3
3.840e+1, 4.602e-3
3.850e+1, 4.601e-3
3.860e+1, 4.599e-3
3.870e+1, 4.605e-3
3.880e+1, 4.608e-3
3.890e+1, 4.616e-3
3.900e+1, 4.638e-3
3.910e+1, 4.658e-3
3.920e+1, 4.655e-3
3.930e+1, 4.651e-3
3.940e+1, 4.705e-3
3.950e+1, 4.729e-3
3.960e+1, 4.723e-3
3.970e+1, 4.745e-3
3.980e+1, 4.779e-3
3.990e+1, 4.813e-3
4.000e+1, 4.832e-3
4.010e+1, 4.859e-3
4.020e+1, 4.855e-3
4.030e+1, 4.880e-3
4.040e+1, 4.884e-3
4.050e+1, 4.860e-3
4.060e+1, 4.877e-3
4.070e+1, 4.935e-3
4.080e+1, 4.945e-3
4.090e+1, 4.982e-3
4.100e+1, 4.997e-3
4.110e+1, 5.046e-3
4.120e+1, 5.077e-3
4.130e+1, 5.176e-3
4.140e+1, 5.265e-3
4.150e+1, 5.375e-3
4.160e+1, 5.434e-3
4.170e+1, 5.433e-3
4.180e+1, 5.421e-3
4.190e+1, 5.388e-3
4.200e+1, 5.478e-3
4.210e+1, 5.621e-3
4.220e+1, 5.705e-3
4.230e+1, 5.719e-3
4.240e+1, 5.708e-3
4.250e+1, 5.693e-3
4.260e+1, 5.642e-3
4.270e+1, 5.596e-3
4.280e+1, 5.518e-3
4.290e+1, 5.485e-3
4.300e+1, 5.499e-3
4.310e+1, 5.607e-3
4.320e+1, 5.646e-3
4.330e+1, 5.666e-3
4.340e+1, 5.703e-3
4.350e+1, 5.682e-3
4.360e+1, 5.624e-3
4.370e+1, 5.574e-3
4.380e+1, 5.514e-3
4.390e+1, 5.493e-3
4.400e+1, 5.471e-3
4.410e+1, 5.450e-3
4.420e+1, 5.417e-3
4.430e+1, 5.363e-3
4.440e+1, 5.311e-3
4.450e+1, 5.294e-3
4.460e+1, 5.280e-3
4.470e+1, 5.251e-3
4.480e+1, 5.243e-3
4.490e+1, 5.229e-3
4.500e+1, 5.208e-3
4.510e+1, 5.206e-3
4.520e+1, 5.197e-3
4.530e+1, 5.183e-3
4.540e+1, 5.172e-3
4.550e+1, 5.157e-3
4.560e+1, 5.152e-3
4.570e+1, 5.169e-3
4.580e+1, 5.172e-3
4.590e+1, 5.182e-3
4.600e+1, 5.196e-3
4.610e+1, 5.198e-3
4.620e+1, 5.182e-3
4.630e+1, 5.183e-3
4.640e+1, 5.185e-3
4.650e+1, 5.182e-3
4.660e+1, 5.183e-3
4.670e+1, 5.174e-3
4.680e+1, 5.169e-3
4.690e+1, 5.179e-3
4.700e+1, 5.180e-3
4.710e+1, 5.184e-3
4.720e+1, 5.180e-3
4.730e+1, 5.169e-3
4.740e+1, 5.135e-3
4.750e+1, 5.145e-3
4.760e+1, 5.161e-3
4.770e+1, 5.192e-3
4.780e+1, 5.202e-3
4.790e+1, 5.193e-3
4.800e+1, 5.176e-3
4.810e+1, 5.165e-3
4.820e+1, 5.156e-3
4.830e+1, 5.167e-3
4.840e+1, 5.201e-3
4.850e+1, 5.213e-3
4.860e+1, 5.184e-3
4.870e+1, 5.171e-3
4.880e+1, 5.167e-3
4.890e+1, 5.165e-3
4.900e+1, 5.212e-3
4.910e+1, 5.256e-3
4.920e+1, 5.258e-3
4.930e+1, 5.244e-3
4.940e+1, 5.230e-3
4.950e+1, 5.216e-3
4.960e+1, 5.269e-3
4.970e+1, 5.288e-3
4.980e+1, 5.303e-3
4.990e+1, 5.301e-3
5.000e+1, 5.292e-3
5.010e+1, 5.273e-3
5.020e+1, 5.285e-3
5.030e+1, 5.280e-3
5.040e+1, 5.269e-3
5.050e+1, 5.276e-3
5.060e+1, 5.287e-3
5.070e+1, 5.281e-3
5.080e+1, 5.302e-3
5.090e+1, 5.359e-3
5.100e+1, 5.378e-3
5.110e+1, 5.381e-3
5.120e+1, 5.389e-3
5.130e+1, 5.391e-3
5.140e+1, 5.444e-3
