Dec. 30, 2024   14:12:17
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp136_r20/2024-12-24-exp788\exp788deposition-2024-12-30t14_08_21-deposition\exp788deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 66
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.755e-3
2.000e-1, 4.741e-3
3.000e-1, 4.717e-3
4.000e-1, 4.698e-3
5.000e-1, 4.681e-3
6.000e-1, 4.669e-3
7.000e-1, 4.652e-3
8.000e-1, 4.646e-3
9.000e-1, 4.644e-3
1.000e+0, 4.636e-3
1.100e+0, 4.598e-3
1.200e+0, 4.560e-3
1.300e+0, 4.535e-3
1.400e+0, 4.527e-3
1.500e+0, 4.538e-3
1.600e+0, 4.539e-3
1.700e+0, 4.524e-3
1.800e+0, 4.517e-3
1.900e+0, 4.497e-3
2.000e+0, 4.476e-3
2.100e+0, 4.453e-3
2.200e+0, 4.452e-3
2.300e+0, 4.458e-3
2.400e+0, 4.480e-3
2.500e+0, 4.510e-3
2.600e+0, 4.526e-3
2.700e+0, 4.545e-3
2.800e+0, 4.553e-3
2.900e+0, 4.556e-3
3.000e+0, 4.555e-3
3.100e+0, 4.552e-3
3.200e+0, 4.548e-3
3.300e+0, 4.536e-3
3.400e+0, 4.507e-3
3.500e+0, 4.466e-3
3.600e+0, 4.431e-3
3.700e+0, 4.416e-3
3.800e+0, 4.440e-3
3.900e+0, 4.480e-3
4.000e+0, 4.504e-3
4.100e+0, 4.516e-3
4.200e+0, 4.522e-3
4.300e+0, 4.510e-3
4.400e+0, 4.517e-3
4.500e+0, 4.523e-3
4.600e+0, 4.521e-3
4.700e+0, 4.518e-3
4.800e+0, 4.536e-3
4.900e+0, 4.549e-3
5.000e+0, 4.539e-3
5.100e+0, 4.504e-3
5.200e+0, 4.489e-3
5.300e+0, 4.472e-3
5.400e+0, 4.462e-3
5.500e+0, 4.463e-3
5.600e+0, 4.467e-3
5.700e+0, 4.471e-3
5.800e+0, 4.488e-3
5.900e+0, 4.522e-3
6.000e+0, 4.553e-3
6.100e+0, 4.581e-3
6.200e+0, 4.612e-3
6.300e+0, 4.654e-3
6.400e+0, 4.678e-3
6.500e+0, 4.668e-3
6.600e+0, 4.662e-3
6.700e+0, 4.691e-3
6.800e+0, 4.701e-3
6.900e+0, 4.712e-3
7.000e+0, 4.728e-3
7.100e+0, 4.762e-3
7.200e+0, 4.776e-3
7.300e+0, 4.772e-3
7.400e+0, 4.768e-3
7.500e+0, 4.745e-3
7.600e+0, 4.723e-3
7.700e+0, 4.698e-3
7.800e+0, 4.668e-3
7.900e+0, 4.652e-3
8.000e+0, 4.656e-3
8.100e+0, 4.658e-3
8.200e+0, 4.633e-3
8.300e+0, 4.619e-3
8.400e+0, 4.608e-3
8.500e+0, 4.595e-3
8.600e+0, 4.597e-3
8.700e+0, 4.577e-3
8.800e+0, 4.559e-3
8.900e+0, 4.511e-3
9.000e+0, 4.467e-3
9.100e+0, 4.441e-3
9.200e+0, 4.423e-3
9.300e+0, 4.435e-3
9.400e+0, 4.467e-3
9.500e+0, 4.471e-3
9.600e+0, 4.511e-3
9.700e+0, 4.551e-3
9.800e+0, 4.554e-3
9.900e+0, 4.541e-3
1.000e+1, 4.526e-3
1.010e+1, 4.517e-3
1.020e+1, 4.523e-3
1.030e+1, 4.517e-3
1.040e+1, 4.520e-3
1.050e+1, 4.532e-3
1.060e+1, 4.540e-3
1.070e+1, 4.546e-3
1.080e+1, 4.552e-3
1.090e+1, 4.570e-3
1.100e+1, 4.587e-3
1.110e+1, 4.598e-3
1.120e+1, 4.636e-3
1.130e+1, 4.663e-3
1.140e+1, 4.636e-3
1.150e+1, 4.628e-3
1.160e+1, 4.641e-3
1.170e+1, 4.607e-3
1.180e+1, 4.593e-3
1.190e+1, 4.596e-3
1.200e+1, 4.607e-3
1.210e+1, 4.610e-3
1.220e+1, 4.608e-3
1.230e+1, 4.602e-3
1.240e+1, 4.591e-3
1.250e+1, 4.584e-3
1.260e+1, 4.565e-3
1.270e+1, 4.537e-3
1.280e+1, 4.502e-3
1.290e+1, 4.474e-3
1.300e+1, 4.464e-3
1.310e+1, 4.463e-3
1.320e+1, 4.465e-3
1.330e+1, 4.493e-3
1.340e+1, 4.539e-3
1.350e+1, 4.578e-3
1.360e+1, 4.603e-3
1.370e+1, 4.623e-3
1.380e+1, 4.608e-3
1.390e+1, 4.599e-3
1.400e+1, 4.588e-3
1.410e+1, 4.600e-3
1.420e+1, 4.596e-3
1.430e+1, 4.605e-3
1.440e+1, 4.613e-3
1.450e+1, 4.631e-3
1.460e+1, 4.674e-3
1.470e+1, 4.714e-3
1.480e+1, 4.719e-3
1.490e+1, 4.711e-3
1.500e+1, 4.707e-3
1.510e+1, 4.712e-3
1.520e+1, 4.707e-3
1.530e+1, 4.699e-3
1.540e+1, 4.729e-3
1.550e+1, 4.783e-3
1.560e+1, 4.788e-3
1.570e+1, 4.787e-3
1.580e+1, 4.791e-3
1.590e+1, 4.806e-3
1.600e+1, 4.822e-3
1.610e+1, 4.802e-3
1.620e+1, 4.779e-3
1.630e+1, 4.753e-3
1.640e+1, 4.709e-3
1.650e+1, 4.673e-3
1.660e+1, 4.644e-3
1.670e+1, 4.612e-3
1.680e+1, 4.610e-3
1.690e+1, 4.615e-3
1.700e+1, 4.624e-3
1.710e+1, 4.634e-3
1.720e+1, 4.639e-3
1.730e+1, 4.624e-3
1.740e+1, 4.618e-3
1.750e+1, 4.620e-3
1.760e+1, 4.630e-3
1.770e+1, 4.607e-3
1.780e+1, 4.561e-3
1.790e+1, 4.528e-3
1.800e+1, 4.497e-3
1.810e+1, 4.479e-3
1.820e+1, 4.472e-3
1.830e+1, 4.479e-3
1.840e+1, 4.477e-3
1.850e+1, 4.462e-3
1.860e+1, 4.442e-3
1.870e+1, 4.417e-3
1.880e+1, 4.405e-3
1.890e+1, 4.405e-3
1.900e+1, 4.411e-3
1.910e+1, 4.424e-3
1.920e+1, 4.439e-3
1.930e+1, 4.444e-3
1.940e+1, 4.440e-3
1.950e+1, 4.447e-3
1.960e+1, 4.450e-3
1.970e+1, 4.466e-3
1.980e+1, 4.488e-3
1.990e+1, 4.512e-3
2.000e+1, 4.526e-3
2.010e+1, 4.541e-3
2.020e+1, 4.571e-3
2.030e+1, 4.612e-3
2.040e+1, 4.643e-3
2.050e+1, 4.657e-3
2.060e+1, 4.649e-3
2.070e+1, 4.623e-3
2.080e+1, 4.606e-3
2.090e+1, 4.587e-3
2.100e+1, 4.589e-3
2.110e+1, 4.594e-3
2.120e+1, 4.594e-3
2.130e+1, 4.592e-3
2.140e+1, 4.591e-3
2.150e+1, 4.597e-3
2.160e+1, 4.603e-3
2.170e+1, 4.594e-3
2.180e+1, 4.585e-3
2.190e+1, 4.578e-3
2.200e+1, 4.584e-3
