July 16, 2024   08:29:40
Amperometric i-t Curve
File: c:/users/guazh/data/20240709_batch67/2024-07-10-exp60\exp60deposition-2024-07-16t08_24_22-deposition\exp60deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 150
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 14.6

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.139e-3
2.000e-1, 2.126e-3
3.000e-1, 2.129e-3
4.000e-1, 2.123e-3
5.000e-1, 2.119e-3
6.000e-1, 2.106e-3
7.000e-1, 2.093e-3
8.000e-1, 2.084e-3
9.000e-1, 2.083e-3
1.000e+0, 2.073e-3
1.100e+0, 2.069e-3
1.200e+0, 2.069e-3
1.300e+0, 2.074e-3
1.400e+0, 2.079e-3
1.500e+0, 2.083e-3
1.600e+0, 2.086e-3
1.700e+0, 2.090e-3
1.800e+0, 2.091e-3
1.900e+0, 2.095e-3
2.000e+0, 2.120e-3
2.100e+0, 2.136e-3
2.200e+0, 2.125e-3
2.300e+0, 2.109e-3
2.400e+0, 2.094e-3
2.500e+0, 2.088e-3
2.600e+0, 2.088e-3
2.700e+0, 2.081e-3
2.800e+0, 2.058e-3
2.900e+0, 2.045e-3
3.000e+0, 2.033e-3
3.100e+0, 2.020e-3
3.200e+0, 2.012e-3
3.300e+0, 2.007e-3
3.400e+0, 1.998e-3
3.500e+0, 1.998e-3
3.600e+0, 1.992e-3
3.700e+0, 1.980e-3
3.800e+0, 1.977e-3
3.900e+0, 1.976e-3
4.000e+0, 1.970e-3
4.100e+0, 1.966e-3
4.200e+0, 1.967e-3
4.300e+0, 1.971e-3
4.400e+0, 1.986e-3
4.500e+0, 1.995e-3
4.600e+0, 1.988e-3
4.700e+0, 1.983e-3
4.800e+0, 1.992e-3
4.900e+0, 2.006e-3
5.000e+0, 2.016e-3
5.100e+0, 2.017e-3
5.200e+0, 2.016e-3
5.300e+0, 2.018e-3
5.400e+0, 2.012e-3
5.500e+0, 2.003e-3
5.600e+0, 1.994e-3
5.700e+0, 1.984e-3
5.800e+0, 1.979e-3
5.900e+0, 1.980e-3
6.000e+0, 1.980e-3
6.100e+0, 1.982e-3
6.200e+0, 1.988e-3
6.300e+0, 1.977e-3
6.400e+0, 1.967e-3
6.500e+0, 1.964e-3
6.600e+0, 1.961e-3
6.700e+0, 1.953e-3
6.800e+0, 1.950e-3
6.900e+0, 1.945e-3
7.000e+0, 1.941e-3
7.100e+0, 1.939e-3
7.200e+0, 1.930e-3
7.300e+0, 1.926e-3
7.400e+0, 1.928e-3
7.500e+0, 1.930e-3
7.600e+0, 1.925e-3
7.700e+0, 1.921e-3
7.800e+0, 1.922e-3
7.900e+0, 1.916e-3
