Apr. 19, 2025   19:25:06
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp590_r20/2025-04-16-exp1130\exp1130deposition-2025-04-19t19_20_39-deposition\exp1130deposition_it_edep_-120mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.2
Sample Interval (s) = 0.1
Run Time (sec) = 98
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 13.2

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.363e-3
2.000e-1, 2.364e-3
3.000e-1, 2.422e-3
4.000e-1, 2.500e-3
5.000e-1, 2.567e-3
6.000e-1, 2.671e-3
7.000e-1, 2.585e-3
8.000e-1, 2.544e-3
9.000e-1, 2.508e-3
1.000e+0, 2.459e-3
1.100e+0, 2.433e-3
1.200e+0, 2.403e-3
1.300e+0, 2.447e-3
1.400e+0, 2.535e-3
1.500e+0, 2.539e-3
1.600e+0, 2.535e-3
1.700e+0, 2.524e-3
1.800e+0, 2.533e-3
1.900e+0, 2.527e-3
2.000e+0, 2.506e-3
2.100e+0, 2.481e-3
2.200e+0, 2.515e-3
2.300e+0, 2.468e-3
2.400e+0, 2.429e-3
2.500e+0, 2.452e-3
2.600e+0, 2.417e-3
2.700e+0, 2.423e-3
2.800e+0, 2.537e-3
2.900e+0, 2.515e-3
3.000e+0, 2.529e-3
3.100e+0, 2.546e-3
3.200e+0, 2.584e-3
3.300e+0, 2.654e-3
3.400e+0, 2.563e-3
3.500e+0, 2.488e-3
3.600e+0, 2.480e-3
3.700e+0, 2.452e-3
3.800e+0, 2.446e-3
3.900e+0, 2.451e-3
4.000e+0, 2.457e-3
4.100e+0, 2.431e-3
4.200e+0, 2.409e-3
4.300e+0, 2.394e-3
4.400e+0, 2.355e-3
4.500e+0, 2.344e-3
4.600e+0, 2.350e-3
4.700e+0, 2.330e-3
4.800e+0, 2.444e-3
4.900e+0, 2.458e-3
5.000e+0, 2.463e-3
5.100e+0, 2.507e-3
5.200e+0, 2.553e-3
5.300e+0, 2.485e-3
