Aug. 12, 2024   09:34:53
Amperometric i-t Curve
File: c:/users/guazh/data/20240802_batch_500/2024-08-02-exp91\exp91deposition-2024-08-12t09_30_03-deposition\exp91deposition_it_edep_-140mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.4
Sample Interval (s) = 0.1
Run Time (sec) = 120
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.5

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.328e-4
2.000e-1, 1.336e-4
3.000e-1, 1.343e-4
4.000e-1, 1.352e-4
5.000e-1, 1.360e-4
6.000e-1, 1.367e-4
7.000e-1, 1.377e-4
8.000e-1, 1.387e-4
9.000e-1, 1.396e-4
1.000e+0, 1.406e-4
1.100e+0, 1.415e-4
1.200e+0, 1.423e-4
1.300e+0, 1.432e-4
1.400e+0, 1.440e-4
1.500e+0, 1.448e-4
1.600e+0, 1.458e-4
1.700e+0, 1.469e-4
1.800e+0, 1.478e-4
1.900e+0, 1.487e-4
2.000e+0, 1.497e-4
2.100e+0, 1.506e-4
2.200e+0, 1.515e-4
2.300e+0, 1.524e-4
2.400e+0, 1.533e-4
2.500e+0, 1.543e-4
2.600e+0, 1.553e-4
2.700e+0, 1.560e-4
2.800e+0, 1.570e-4
2.900e+0, 1.578e-4
3.000e+0, 1.586e-4
3.100e+0, 1.596e-4
3.200e+0, 1.604e-4
3.300e+0, 1.613e-4
3.400e+0, 1.622e-4
3.500e+0, 1.632e-4
3.600e+0, 1.639e-4
3.700e+0, 1.648e-4
3.800e+0, 1.657e-4
3.900e+0, 1.665e-4
4.000e+0, 1.675e-4
4.100e+0, 1.684e-4
4.200e+0, 1.691e-4
4.300e+0, 1.700e-4
4.400e+0, 1.710e-4
4.500e+0, 1.718e-4
4.600e+0, 1.728e-4
4.700e+0, 1.737e-4
4.800e+0, 1.745e-4
4.900e+0, 1.754e-4
5.000e+0, 1.763e-4
5.100e+0, 1.771e-4
5.200e+0, 1.779e-4
5.300e+0, 1.788e-4
5.400e+0, 1.796e-4
5.500e+0, 1.805e-4
5.600e+0, 1.814e-4
5.700e+0, 1.821e-4
5.800e+0, 1.829e-4
5.900e+0, 1.837e-4
6.000e+0, 1.845e-4
6.100e+0, 1.854e-4
6.200e+0, 1.864e-4
6.300e+0, 1.875e-4
6.400e+0, 1.885e-4
6.500e+0, 1.893e-4
6.600e+0, 1.900e-4
6.700e+0, 1.909e-4
6.800e+0, 1.915e-4
6.900e+0, 1.920e-4
7.000e+0, 1.926e-4
7.100e+0, 1.933e-4
7.200e+0, 1.938e-4
7.300e+0, 1.946e-4
7.400e+0, 1.954e-4
7.500e+0, 1.960e-4
7.600e+0, 1.970e-4
7.700e+0, 1.978e-4
7.800e+0, 1.986e-4
7.900e+0, 1.995e-4
8.000e+0, 2.003e-4
8.100e+0, 2.010e-4
8.200e+0, 2.020e-4
8.300e+0, 2.029e-4
8.400e+0, 2.035e-4
8.500e+0, 2.045e-4
8.600e+0, 2.053e-4
8.700e+0, 2.059e-4
8.800e+0, 2.067e-4
8.900e+0, 2.075e-4
9.000e+0, 2.081e-4
9.100e+0, 2.089e-4
9.200e+0, 2.097e-4
9.300e+0, 2.103e-4
9.400e+0, 2.111e-4
9.500e+0, 2.119e-4
9.600e+0, 2.126e-4
9.700e+0, 2.136e-4
9.800e+0, 2.145e-4
9.900e+0, 2.151e-4
1.000e+1, 2.159e-4
1.010e+1, 2.166e-4
1.020e+1, 2.172e-4
1.030e+1, 2.180e-4
1.040e+1, 2.186e-4
1.050e+1, 2.192e-4
1.060e+1, 2.200e-4
