Mar. 14, 2025   10:51:38
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp891_r5/2025-03-03-exp892\exp892deposition-2025-03-14t10_48_18-deposition\exp892deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 10.3

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.172e-3
2.000e-1, 1.178e-3
3.000e-1, 1.177e-3
4.000e-1, 1.177e-3
5.000e-1, 1.173e-3
6.000e-1, 1.174e-3
7.000e-1, 1.185e-3
8.000e-1, 1.194e-3
9.000e-1, 1.199e-3
1.000e+0, 1.205e-3
1.100e+0, 1.219e-3
1.200e+0, 1.225e-3
1.300e+0, 1.228e-3
1.400e+0, 1.228e-3
1.500e+0, 1.231e-3
1.600e+0, 1.256e-3
1.700e+0, 1.274e-3
1.800e+0, 1.271e-3
1.900e+0, 1.267e-3
2.000e+0, 1.276e-3
2.100e+0, 1.282e-3
2.200e+0, 1.288e-3
2.300e+0, 1.284e-3
2.400e+0, 1.282e-3
2.500e+0, 1.293e-3
2.600e+0, 1.285e-3
2.700e+0, 1.289e-3
2.800e+0, 1.296e-3
2.900e+0, 1.304e-3
3.000e+0, 1.308e-3
3.100e+0, 1.302e-3
3.200e+0, 1.296e-3
3.300e+0, 1.297e-3
3.400e+0, 1.297e-3
3.500e+0, 1.295e-3
3.600e+0, 1.299e-3
3.700e+0, 1.311e-3
3.800e+0, 1.320e-3
3.900e+0, 1.327e-3
4.000e+0, 1.339e-3
4.100e+0, 1.359e-3
4.200e+0, 1.382e-3
4.300e+0, 1.393e-3
4.400e+0, 1.395e-3
4.500e+0, 1.400e-3
4.600e+0, 1.401e-3
4.700e+0, 1.401e-3
4.800e+0, 1.404e-3
4.900e+0, 1.406e-3
5.000e+0, 1.412e-3
5.100e+0, 1.411e-3
5.200e+0, 1.401e-3
5.300e+0, 1.403e-3
5.400e+0, 1.405e-3
5.500e+0, 1.410e-3
5.600e+0, 1.426e-3
5.700e+0, 1.434e-3
5.800e+0, 1.436e-3
5.900e+0, 1.437e-3
6.000e+0, 1.432e-3
6.100e+0, 1.428e-3
6.200e+0, 1.421e-3
6.300e+0, 1.413e-3
6.400e+0, 1.414e-3
6.500e+0, 1.417e-3
6.600e+0, 1.425e-3
6.700e+0, 1.437e-3
6.800e+0, 1.445e-3
6.900e+0, 1.442e-3
7.000e+0, 1.442e-3
7.100e+0, 1.436e-3
7.200e+0, 1.430e-3
7.300e+0, 1.434e-3
7.400e+0, 1.439e-3
7.500e+0, 1.444e-3
7.600e+0, 1.440e-3
7.700e+0, 1.440e-3
7.800e+0, 1.447e-3
7.900e+0, 1.450e-3
8.000e+0, 1.454e-3
8.100e+0, 1.461e-3
8.200e+0, 1.465e-3
8.300e+0, 1.474e-3
8.400e+0, 1.484e-3
8.500e+0, 1.490e-3
8.600e+0, 1.493e-3
8.700e+0, 1.487e-3
8.800e+0, 1.489e-3
8.900e+0, 1.494e-3
9.000e+0, 1.498e-3
9.100e+0, 1.497e-3
9.200e+0, 1.496e-3
9.300e+0, 1.505e-3
9.400e+0, 1.508e-3
9.500e+0, 1.511e-3
9.600e+0, 1.520e-3
9.700e+0, 1.528e-3
9.800e+0, 1.538e-3
9.900e+0, 1.545e-3
1.000e+1, 1.537e-3
1.010e+1, 1.529e-3
1.020e+1, 1.523e-3
1.030e+1, 1.517e-3
1.040e+1, 1.519e-3
1.050e+1, 1.521e-3
1.060e+1, 1.518e-3
1.070e+1, 1.520e-3
1.080e+1, 1.526e-3
1.090e+1, 1.537e-3
1.100e+1, 1.549e-3
1.110e+1, 1.544e-3
1.120e+1, 1.540e-3
1.130e+1, 1.536e-3
1.140e+1, 1.531e-3
1.150e+1, 1.524e-3
1.160e+1, 1.513e-3
1.170e+1, 1.514e-3
1.180e+1, 1.521e-3
1.190e+1, 1.527e-3
1.200e+1, 1.535e-3
1.210e+1, 1.544e-3
1.220e+1, 1.554e-3
1.230e+1, 1.563e-3
1.240e+1, 1.564e-3
1.250e+1, 1.565e-3
1.260e+1, 1.562e-3
1.270e+1, 1.558e-3
1.280e+1, 1.560e-3
1.290e+1, 1.571e-3
1.300e+1, 1.579e-3
1.310e+1, 1.577e-3
1.320e+1, 1.571e-3
1.330e+1, 1.566e-3
1.340e+1, 1.565e-3
1.350e+1, 1.566e-3
1.360e+1, 1.577e-3
1.370e+1, 1.587e-3
1.380e+1, 1.595e-3
1.390e+1, 1.596e-3
1.400e+1, 1.596e-3
1.410e+1, 1.595e-3
1.420e+1, 1.596e-3
1.430e+1, 1.600e-3
1.440e+1, 1.602e-3
1.450e+1, 1.599e-3
1.460e+1, 1.596e-3
1.470e+1, 1.598e-3
1.480e+1, 1.595e-3
1.490e+1, 1.594e-3
1.500e+1, 1.588e-3
1.510e+1, 1.590e-3
1.520e+1, 1.586e-3
1.530e+1, 1.586e-3
1.540e+1, 1.587e-3
1.550e+1, 1.588e-3
1.560e+1, 1.590e-3
1.570e+1, 1.594e-3
