Dec. 22, 2024   02:30:42
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp667_r5/2024-12-16-exp727\exp727deposition-2024-12-22t02_27_01-deposition\exp727deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 49
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.9

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.394e-3
2.000e-1, 4.369e-3
3.000e-1, 4.335e-3
4.000e-1, 4.316e-3
5.000e-1, 4.304e-3
6.000e-1, 4.293e-3
7.000e-1, 4.271e-3
8.000e-1, 4.247e-3
9.000e-1, 4.223e-3
1.000e+0, 4.208e-3
1.100e+0, 4.180e-3
1.200e+0, 4.160e-3
1.300e+0, 4.134e-3
1.400e+0, 4.106e-3
1.500e+0, 4.097e-3
1.600e+0, 4.105e-3
1.700e+0, 4.120e-3
1.800e+0, 4.115e-3
1.900e+0, 4.115e-3
2.000e+0, 4.126e-3
2.100e+0, 4.125e-3
2.200e+0, 4.131e-3
2.300e+0, 4.146e-3
2.400e+0, 4.163e-3
2.500e+0, 4.176e-3
2.600e+0, 4.192e-3
2.700e+0, 4.212e-3
2.800e+0, 4.215e-3
2.900e+0, 4.215e-3
3.000e+0, 4.220e-3
3.100e+0, 4.220e-3
3.200e+0, 4.213e-3
3.300e+0, 4.216e-3
3.400e+0, 4.234e-3
3.500e+0, 4.262e-3
3.600e+0, 4.276e-3
3.700e+0, 4.243e-3
3.800e+0, 4.207e-3
3.900e+0, 4.185e-3
4.000e+0, 4.177e-3
4.100e+0, 4.158e-3
4.200e+0, 4.141e-3
4.300e+0, 4.121e-3
4.400e+0, 4.107e-3
4.500e+0, 4.100e-3
4.600e+0, 4.089e-3
4.700e+0, 4.075e-3
4.800e+0, 4.073e-3
4.900e+0, 4.081e-3
5.000e+0, 4.089e-3
5.100e+0, 4.087e-3
5.200e+0, 4.087e-3
5.300e+0, 4.097e-3
5.400e+0, 4.096e-3
5.500e+0, 4.088e-3
5.600e+0, 4.094e-3
5.700e+0, 4.116e-3
5.800e+0, 4.135e-3
5.900e+0, 4.156e-3
6.000e+0, 4.172e-3
6.100e+0, 4.198e-3
6.200e+0, 4.210e-3
6.300e+0, 4.198e-3
6.400e+0, 4.190e-3
6.500e+0, 4.180e-3
6.600e+0, 4.172e-3
6.700e+0, 4.167e-3
6.800e+0, 4.173e-3
6.900e+0, 4.178e-3
7.000e+0, 4.172e-3
7.100e+0, 4.166e-3
7.200e+0, 4.156e-3
7.300e+0, 4.145e-3
7.400e+0, 4.124e-3
7.500e+0, 4.107e-3
7.600e+0, 4.100e-3
7.700e+0, 4.099e-3
7.800e+0, 4.108e-3
7.900e+0, 4.107e-3
8.000e+0, 4.107e-3
8.100e+0, 4.113e-3
8.200e+0, 4.128e-3
8.300e+0, 4.148e-3
8.400e+0, 4.144e-3
8.500e+0, 4.123e-3
8.600e+0, 4.112e-3
8.700e+0, 4.123e-3
8.800e+0, 4.139e-3
8.900e+0, 4.149e-3
9.000e+0, 4.164e-3
9.100e+0, 4.163e-3
9.200e+0, 4.148e-3
9.300e+0, 4.135e-3
9.400e+0, 4.125e-3
9.500e+0, 4.110e-3
9.600e+0, 4.111e-3
9.700e+0, 4.115e-3
9.800e+0, 4.114e-3
