Aug. 31, 2024   13:30:01
Amperometric i-t Curve
File: c:/users/guazh/data/20240829_batch_215_500/2024-08-29-exp230\exp230deposition-2024-08-31t13_25_39-deposition\exp230deposition_it_edep_-110mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.1
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 18.1

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 6.166e-4
2.000e-1, 6.139e-4
3.000e-1, 6.118e-4
4.000e-1, 6.077e-4
5.000e-1, 6.013e-4
6.000e-1, 6.248e-4
7.000e-1, 6.697e-4
8.000e-1, 6.490e-4
9.000e-1, 6.466e-4
1.000e+0, 6.389e-4
1.100e+0, 6.228e-4
1.200e+0, 6.116e-4
1.300e+0, 5.935e-4
1.400e+0, 5.771e-4
1.500e+0, 5.616e-4
1.600e+0, 5.499e-4
1.700e+0, 5.549e-4
1.800e+0, 5.441e-4
1.900e+0, 5.217e-4
2.000e+0, 5.302e-4
2.100e+0, 5.559e-4
2.200e+0, 5.610e-4
2.300e+0, 5.575e-4
2.400e+0, 5.486e-4
2.500e+0, 5.355e-4
2.600e+0, 5.191e-4
2.700e+0, 5.044e-4
2.800e+0, 4.908e-4
2.900e+0, 4.786e-4
3.000e+0, 4.943e-4
3.100e+0, 5.202e-4
3.200e+0, 5.080e-4
3.300e+0, 4.966e-4
3.400e+0, 4.867e-4
3.500e+0, 4.805e-4
3.600e+0, 4.764e-4
3.700e+0, 4.725e-4
3.800e+0, 4.656e-4
3.900e+0, 4.652e-4
4.000e+0, 4.844e-4
4.100e+0, 5.021e-4
4.200e+0, 5.119e-4
4.300e+0, 5.247e-4
4.400e+0, 5.331e-4
4.500e+0, 5.357e-4
4.600e+0, 5.336e-4
4.700e+0, 5.451e-4
4.800e+0, 5.933e-4
4.900e+0, 6.337e-4
5.000e+0, 6.531e-4
5.100e+0, 6.667e-4
5.200e+0, 6.868e-4
5.300e+0, 6.835e-4
5.400e+0, 6.622e-4
5.500e+0, 6.424e-4
5.600e+0, 6.243e-4
5.700e+0, 6.685e-4
5.800e+0, 7.542e-4
5.900e+0, 7.753e-4
6.000e+0, 7.634e-4
6.100e+0, 7.390e-4
6.200e+0, 6.971e-4
6.300e+0, 6.707e-4
6.400e+0, 6.553e-4
6.500e+0, 6.363e-4
6.600e+0, 6.193e-4
6.700e+0, 6.019e-4
6.800e+0, 5.839e-4
6.900e+0, 6.423e-4
7.000e+0, 7.437e-4
7.100e+0, 7.310e-4
7.200e+0, 7.171e-4
7.300e+0, 7.212e-4
7.400e+0, 7.021e-4
7.500e+0, 6.800e-4
7.600e+0, 6.584e-4
7.700e+0, 6.396e-4
7.800e+0, 6.220e-4
7.900e+0, 6.170e-4
8.000e+0, 5.968e-4
8.100e+0, 5.862e-4
8.200e+0, 5.701e-4
8.300e+0, 5.578e-4
8.400e+0, 5.460e-4
8.500e+0, 5.390e-4
8.600e+0, 5.309e-4
8.700e+0, 5.186e-4
8.800e+0, 5.148e-4
8.900e+0, 5.140e-4
9.000e+0, 5.168e-4
9.100e+0, 5.221e-4
9.200e+0, 5.223e-4
9.300e+0, 5.293e-4
9.400e+0, 5.315e-4
9.500e+0, 5.282e-4
9.600e+0, 5.376e-4
9.700e+0, 5.494e-4
9.800e+0, 7.521e-4
9.900e+0, 7.319e-4
1.000e+1, 7.287e-4
1.010e+1, 7.149e-4
1.020e+1, 6.969e-4
1.030e+1, 9.003e-4
1.040e+1, 9.227e-4
1.050e+1, 8.793e-4
1.060e+1, 8.629e-4
1.070e+1, 8.104e-4
1.080e+1, 7.807e-4
1.090e+1, 7.560e-4
1.100e+1, 7.283e-4
1.110e+1, 7.021e-4
1.120e+1, 6.832e-4
1.130e+1, 6.633e-4
1.140e+1, 6.543e-4
1.150e+1, 6.445e-4
1.160e+1, 6.363e-4
1.170e+1, 6.215e-4
1.180e+1, 6.170e-4
1.190e+1, 6.082e-4
1.200e+1, 5.983e-4
1.210e+1, 7.327e-4
1.220e+1, 7.588e-4
1.230e+1, 7.659e-4
1.240e+1, 7.572e-4
1.250e+1, 7.510e-4
1.260e+1, 7.318e-4
1.270e+1, 7.010e-4
1.280e+1, 6.832e-4
1.290e+1, 6.554e-4
1.300e+1, 6.398e-4
1.310e+1, 6.230e-4
1.320e+1, 6.134e-4
1.330e+1, 6.009e-4
1.340e+1, 6.230e-4
1.350e+1, 7.881e-4
1.360e+1, 8.444e-4
1.370e+1, 8.328e-4
1.380e+1, 8.036e-4
1.390e+1, 7.705e-4
1.400e+1, 7.401e-4
1.410e+1, 7.119e-4
1.420e+1, 6.851e-4
1.430e+1, 6.710e-4
1.440e+1, 6.741e-4
1.450e+1, 6.741e-4
1.460e+1, 6.588e-4
1.470e+1, 6.397e-4
1.480e+1, 6.159e-4
1.490e+1, 5.986e-4
1.500e+1, 5.864e-4
1.510e+1, 5.607e-4
1.520e+1, 6.592e-4
1.530e+1, 7.279e-4
1.540e+1, 7.258e-4
1.550e+1, 7.236e-4
1.560e+1, 7.109e-4
1.570e+1, 6.957e-4
1.580e+1, 7.378e-4
1.590e+1, 7.623e-4
1.600e+1, 7.517e-4
1.610e+1, 7.326e-4
1.620e+1, 7.089e-4
1.630e+1, 6.834e-4
1.640e+1, 6.589e-4
1.650e+1, 6.368e-4
1.660e+1, 6.163e-4
1.670e+1, 5.994e-4
1.680e+1, 5.854e-4
1.690e+1, 5.722e-4
1.700e+1, 5.996e-4
1.710e+1, 6.085e-4
1.720e+1, 5.957e-4
1.730e+1, 5.907e-4
1.740e+1, 5.866e-4
1.750e+1, 5.810e-4
1.760e+1, 5.752e-4
1.770e+1, 5.688e-4
1.780e+1, 5.637e-4
1.790e+1, 5.408e-4
1.800e+1, 5.977e-4
1.810e+1, 9.441e-4
1.820e+1, 9.372e-4
1.830e+1, 8.873e-4
1.840e+1, 8.303e-4
1.850e+1, 7.886e-4
1.860e+1, 7.528e-4
1.870e+1, 7.264e-4
1.880e+1, 7.085e-4
1.890e+1, 6.881e-4
1.900e+1, 6.593e-4
1.910e+1, 6.486e-4
1.920e+1, 5.237e-4
1.930e+1, 9.050e-4
1.940e+1, 9.687e-4
1.950e+1, 9.229e-4
1.960e+1, 8.792e-4
1.970e+1, 8.254e-4
1.980e+1, 7.888e-4
1.990e+1, 7.477e-4
2.000e+1, 7.231e-4
2.010e+1, 6.954e-4
2.020e+1, 6.647e-4
2.030e+1, 8.239e-4
2.040e+1, 9.241e-4
2.050e+1, 9.198e-4
2.060e+1, 8.759e-4
2.070e+1, 8.287e-4
2.080e+1, 7.935e-4
2.090e+1, 7.548e-4
2.100e+1, 7.277e-4
2.110e+1, 7.010e-4
2.120e+1, 6.810e-4
2.130e+1, 6.611e-4
2.140e+1, 6.366e-4
2.150e+1, 6.170e-4
2.160e+1, 6.359e-4
2.170e+1, 8.259e-4
2.180e+1, 8.517e-4
2.190e+1, 8.348e-4
2.200e+1, 8.258e-4
2.210e+1, 7.909e-4
2.220e+1, 7.687e-4
2.230e+1, 7.393e-4
2.240e+1, 7.262e-4
2.250e+1, 7.326e-4
2.260e+1, 7.074e-4
2.270e+1, 6.807e-4
2.280e+1, 6.549e-4
2.290e+1, 6.314e-4
2.300e+1, 6.125e-4
2.310e+1, 5.955e-4
2.320e+1, 5.785e-4
2.330e+1, 5.686e-4
2.340e+1, 5.569e-4
2.350e+1, 5.396e-4
2.360e+1, 5.585e-4
2.370e+1, 5.613e-4
2.380e+1, 5.619e-4
2.390e+1, 5.637e-4
2.400e+1, 5.644e-4
2.410e+1, 5.629e-4
2.420e+1, 5.624e-4
2.430e+1, 5.668e-4
2.440e+1, 5.667e-4
2.450e+1, 5.927e-4
2.460e+1, 6.617e-4
2.470e+1, 6.601e-4
2.480e+1, 6.548e-4
2.490e+1, 6.496e-4
2.500e+1, 6.409e-4
2.510e+1, 6.433e-4
2.520e+1, 6.464e-4
2.530e+1, 6.382e-4
2.540e+1, 6.661e-4
2.550e+1, 6.715e-4
2.560e+1, 6.673e-4
2.570e+1, 6.647e-4
2.580e+1, 6.579e-4
2.590e+1, 6.485e-4
2.600e+1, 6.405e-4
2.610e+1, 6.319e-4
2.620e+1, 6.234e-4
2.630e+1, 6.166e-4
2.640e+1, 6.105e-4
2.650e+1, 5.940e-4
2.660e+1, 5.959e-4
2.670e+1, 5.956e-4
2.680e+1, 5.889e-4
2.690e+1, 5.987e-4
2.700e+1, 6.004e-4
2.710e+1, 6.107e-4
2.720e+1, 6.173e-4
2.730e+1, 6.159e-4
2.740e+1, 6.094e-4
2.750e+1, 6.133e-4
2.760e+1, 6.219e-4
2.770e+1, 6.351e-4
2.780e+1, 6.477e-4
2.790e+1, 6.521e-4
2.800e+1, 6.372e-4
2.810e+1, 6.240e-4
2.820e+1, 6.124e-4
2.830e+1, 6.047e-4
2.840e+1, 5.955e-4
2.850e+1, 5.859e-4
2.860e+1, 5.765e-4
2.870e+1, 5.466e-4
2.880e+1, 6.157e-4
2.890e+1, 6.214e-4
2.900e+1, 6.116e-4
2.910e+1, 6.056e-4
2.920e+1, 5.937e-4
2.930e+1, 6.115e-4
2.940e+1, 6.185e-4
2.950e+1, 6.210e-4
2.960e+1, 6.246e-4
2.970e+1, 6.297e-4
2.980e+1, 6.327e-4
2.990e+1, 6.251e-4
3.000e+1, 6.208e-4
3.010e+1, 6.093e-4
3.020e+1, 5.988e-4
3.030e+1, 5.897e-4
3.040e+1, 6.256e-4
3.050e+1, 6.822e-4
3.060e+1, 6.732e-4
3.070e+1, 6.786e-4
3.080e+1, 6.811e-4
3.090e+1, 6.761e-4
3.100e+1, 6.678e-4
3.110e+1, 6.572e-4
3.120e+1, 7.259e-4
3.130e+1, 7.266e-4
3.140e+1, 7.227e-4
3.150e+1, 7.120e-4
3.160e+1, 6.978e-4
3.170e+1, 6.826e-4
3.180e+1, 7.144e-4
3.190e+1, 7.069e-4
3.200e+1, 6.854e-4
3.210e+1, 6.636e-4
3.220e+1, 6.508e-4
3.230e+1, 6.347e-4
3.240e+1, 5.896e-4
3.250e+1, 6.378e-4
3.260e+1, 6.618e-4
3.270e+1, 6.546e-4
3.280e+1, 6.686e-4
3.290e+1, 6.685e-4
3.300e+1, 6.542e-4
3.310e+1, 6.423e-4
3.320e+1, 6.345e-4
3.330e+1, 6.253e-4
3.340e+1, 6.007e-4
3.350e+1, 5.984e-4
3.360e+1, 6.372e-4
3.370e+1, 6.634e-4
3.380e+1, 6.576e-4
3.390e+1, 6.419e-4
3.400e+1, 7.159e-4
3.410e+1, 9.193e-4
3.420e+1, 9.256e-4
3.430e+1, 8.816e-4
3.440e+1, 8.262e-4
3.450e+1, 7.765e-4
3.460e+1, 7.403e-4
3.470e+1, 7.136e-4
3.480e+1, 6.692e-4
3.490e+1, 6.931e-4
3.500e+1, 6.830e-4
3.510e+1, 6.767e-4
3.520e+1, 6.646e-4
