Dec. 11, 2024   01:34:03
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp59_r20/2024-12-09-exp623\exp623deposition-2024-12-11t01_29_40-deposition\exp623deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.0

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.980e-5
2.000e-1, 1.980e-5
3.000e-1, 1.996e-5
4.000e-1, 1.996e-5
5.000e-1, 2.004e-5
6.000e-1, 2.018e-5
7.000e-1, 2.026e-5
8.000e-1, 2.044e-5
9.000e-1, 2.066e-5
1.000e+0, 2.095e-5
1.100e+0, 2.143e-5
1.200e+0, 2.199e-5
1.300e+0, 2.247e-5
1.400e+0, 2.293e-5
1.500e+0, 2.351e-5
1.600e+0, 2.413e-5
1.700e+0, 2.491e-5
1.800e+0, 2.576e-5
1.900e+0, 2.679e-5
2.000e+0, 2.791e-5
2.100e+0, 2.917e-5
2.200e+0, 3.050e-5
2.300e+0, 3.213e-5
2.400e+0, 3.389e-5
2.500e+0, 3.583e-5
2.600e+0, 3.790e-5
2.700e+0, 4.006e-5
2.800e+0, 4.240e-5
2.900e+0, 4.496e-5
3.000e+0, 4.767e-5
3.100e+0, 5.052e-5
3.200e+0, 5.364e-5
3.300e+0, 5.727e-5
3.400e+0, 6.116e-5
3.500e+0, 6.536e-5
3.600e+0, 6.979e-5
3.700e+0, 7.403e-5
3.800e+0, 7.870e-5
3.900e+0, 8.384e-5
4.000e+0, 8.924e-5
4.100e+0, 9.490e-5
4.200e+0, 1.009e-4
4.300e+0, 1.067e-4
4.400e+0, 1.128e-4
4.500e+0, 1.189e-4
4.600e+0, 1.251e-4
4.700e+0, 1.317e-4
4.800e+0, 1.379e-4
4.900e+0, 1.441e-4
5.000e+0, 1.505e-4
5.100e+0, 1.567e-4
5.200e+0, 1.630e-4
5.300e+0, 1.692e-4
5.400e+0, 1.754e-4
5.500e+0, 1.813e-4
5.600e+0, 1.875e-4
5.700e+0, 1.931e-4
5.800e+0, 1.989e-4
5.900e+0, 2.040e-4
6.000e+0, 2.089e-4
6.100e+0, 2.131e-4
6.200e+0, 2.175e-4
6.300e+0, 2.215e-4
6.400e+0, 2.252e-4
6.500e+0, 2.290e-4
6.600e+0, 2.325e-4
6.700e+0, 2.359e-4
6.800e+0, 2.387e-4
6.900e+0, 2.418e-4
7.000e+0, 2.443e-4
7.100e+0, 2.468e-4
7.200e+0, 2.482e-4
7.300e+0, 2.506e-4
7.400e+0, 2.530e-4
7.500e+0, 2.544e-4
7.600e+0, 2.565e-4
7.700e+0, 2.590e-4
7.800e+0, 2.616e-4
7.900e+0, 2.648e-4
8.000e+0, 2.675e-4
8.100e+0, 2.704e-4
8.200e+0, 2.734e-4
8.300e+0, 2.759e-4
8.400e+0, 2.779e-4
8.500e+0, 2.791e-4
8.600e+0, 2.801e-4
8.700e+0, 2.805e-4
8.800e+0, 2.809e-4
8.900e+0, 2.813e-4
9.000e+0, 2.811e-4
9.100e+0, 2.805e-4
9.200e+0, 2.796e-4
9.300e+0, 2.805e-4
9.400e+0, 2.819e-4
9.500e+0, 2.845e-4
9.600e+0, 2.857e-4
