Dec. 19, 2024   07:50:45
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp667_r5/2024-12-16-exp699\exp699deposition-2024-12-19t07_47_25-deposition\exp699deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 9.5

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 4.468e-3
2.000e-1, 4.462e-3
3.000e-1, 4.458e-3
4.000e-1, 4.446e-3
5.000e-1, 4.437e-3
6.000e-1, 4.442e-3
7.000e-1, 4.442e-3
8.000e-1, 4.446e-3
9.000e-1, 4.444e-3
1.000e+0, 4.445e-3
1.100e+0, 4.444e-3
1.200e+0, 4.444e-3
1.300e+0, 4.435e-3
1.400e+0, 4.433e-3
1.500e+0, 4.434e-3
1.600e+0, 4.428e-3
1.700e+0, 4.434e-3
1.800e+0, 4.438e-3
1.900e+0, 4.442e-3
2.000e+0, 4.450e-3
2.100e+0, 4.457e-3
2.200e+0, 4.455e-3
2.300e+0, 4.449e-3
2.400e+0, 4.443e-3
2.500e+0, 4.447e-3
2.600e+0, 4.446e-3
2.700e+0, 4.434e-3
2.800e+0, 4.432e-3
2.900e+0, 4.437e-3
3.000e+0, 4.437e-3
3.100e+0, 4.426e-3
3.200e+0, 4.413e-3
3.300e+0, 4.411e-3
3.400e+0, 4.413e-3
3.500e+0, 4.422e-3
3.600e+0, 4.414e-3
3.700e+0, 4.406e-3
3.800e+0, 4.408e-3
3.900e+0, 4.413e-3
4.000e+0, 4.409e-3
4.100e+0, 4.410e-3
4.200e+0, 4.418e-3
4.300e+0, 4.430e-3
4.400e+0, 4.445e-3
4.500e+0, 4.454e-3
4.600e+0, 4.461e-3
4.700e+0, 4.465e-3
4.800e+0, 4.460e-3
4.900e+0, 4.456e-3
5.000e+0, 4.454e-3
5.100e+0, 4.451e-3
5.200e+0, 4.450e-3
5.300e+0, 4.443e-3
5.400e+0, 4.436e-3
5.500e+0, 4.429e-3
5.600e+0, 4.427e-3
5.700e+0, 4.427e-3
5.800e+0, 4.427e-3
5.900e+0, 4.424e-3
6.000e+0, 4.408e-3
6.100e+0, 4.387e-3
6.200e+0, 4.371e-3
6.300e+0, 4.363e-3
6.400e+0, 4.363e-3
6.500e+0, 4.366e-3
6.600e+0, 4.347e-3
6.700e+0, 4.328e-3
6.800e+0, 4.327e-3
6.900e+0, 4.336e-3
7.000e+0, 4.349e-3
7.100e+0, 4.357e-3
7.200e+0, 4.363e-3
7.300e+0, 4.375e-3
7.400e+0, 4.384e-3
7.500e+0, 4.405e-3
7.600e+0, 4.432e-3
7.700e+0, 4.446e-3
7.800e+0, 4.456e-3
7.900e+0, 4.462e-3
8.000e+0, 4.478e-3
8.100e+0, 4.483e-3
8.200e+0, 4.477e-3
8.300e+0, 4.467e-3
8.400e+0, 4.455e-3
8.500e+0, 4.443e-3
8.600e+0, 4.436e-3
8.700e+0, 4.436e-3
8.800e+0, 4.433e-3
8.900e+0, 4.432e-3
9.000e+0, 4.431e-3
9.100e+0, 4.434e-3
9.200e+0, 4.450e-3
9.300e+0, 4.473e-3
9.400e+0, 4.497e-3
9.500e+0, 4.522e-3
9.600e+0, 4.532e-3
9.700e+0, 4.538e-3
9.800e+0, 4.539e-3
9.900e+0, 4.531e-3
1.000e+1, 4.529e-3
1.010e+1, 4.534e-3
1.020e+1, 4.533e-3
1.030e+1, 4.539e-3
1.040e+1, 4.549e-3
1.050e+1, 4.554e-3
1.060e+1, 4.555e-3
1.070e+1, 4.552e-3
1.080e+1, 4.547e-3
1.090e+1, 4.546e-3
1.100e+1, 4.541e-3
1.110e+1, 4.539e-3
1.120e+1, 4.539e-3
1.130e+1, 4.540e-3
1.140e+1, 4.541e-3
1.150e+1, 4.550e-3
1.160e+1, 4.566e-3
1.170e+1, 4.570e-3
1.180e+1, 4.562e-3
1.190e+1, 4.553e-3
1.200e+1, 4.549e-3
1.210e+1, 4.548e-3
1.220e+1, 4.548e-3
1.230e+1, 4.550e-3
1.240e+1, 4.549e-3
1.250e+1, 4.537e-3
1.260e+1, 4.517e-3
1.270e+1, 4.511e-3
1.280e+1, 4.512e-3
1.290e+1, 4.521e-3
1.300e+1, 4.531e-3
1.310e+1, 4.527e-3
1.320e+1, 4.522e-3
1.330e+1, 4.515e-3
1.340e+1, 4.509e-3
1.350e+1, 4.501e-3
1.360e+1, 4.498e-3
